Series_reference,Period,Data_value,Suppressed,STATUS,UNITS,Magnitude,Subject,Group,Series_title_1,Series_title_2,Series_title_3,Series_title_4,Series_title_5
SSSQ.SFMN1121CA,2022.12,2193.011,,F,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,Legal and Accounting Services,Sales (operating income),Current prices,Actual,
SSSQ.SFMN1121CA,2023.03,2048.953,,F,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,Legal and Accounting Services,Sales (operating income),Current prices,Actual,
SSSQ.SFMN1121CS,2004.06,941.991,,R,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,Legal and Accounting Services,Sales (operating income),Current prices,Seasonally adjusted,
SSSQ.SFMN1121CS,2004.09,948.832,,R,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,Legal and Accounting Services,Sales (operating income),Current prices,Seasonally adjusted,
SSSQ.SFMN1121CS,2004.12,962.697,,R,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,Legal and Accounting Services,Sales (operating income),Current prices,Seasonally adjusted,
SSSQ.SFMN1121CS,2005.03,953.906,,R,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,Legal and Accounting Services,Sales (operating income),Current prices,Seasonally adjusted,
SSSQ.SFMN1121CS,2005.06,999.477,,R,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,Legal and Accounting Services,Sales (operating income),Current prices,Seasonally adjusted,
SSSQ.SFMN1121CS,2005.09,998.934,,R,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,Legal and Accounting Services,Sales (operating income),Current prices,Seasonally adjusted,
SSSQ.SFMN1121CS,2005.12,1001.869,,R,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,Legal and Accounting Services,Sales (operating income),Current prices,Seasonally adjusted,
SSSQ.SFMN1121CS,2006.03,1076.561,,R,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,Legal and Accounting Services,Sales (operating income),Current prices,Seasonally adjusted,
SSSQ.SFMN1121CS,2006.06,1051.282,,R,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,Legal and Accounting Services,Sales (operating income),Current prices,Seasonally adjusted,
SSSQ.SFMN1121CS,2006.09,1079.465,,R,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,Legal and Accounting Services,Sales (operating income),Current prices,Seasonally adjusted,
SSSQ.SFMN1121CS,2006.12,1116.291,,R,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,Legal and Accounting Services,Sales (operating income),Current prices,Seasonally adjusted,
SSSQ.SFMN1121CS,2007.03,1162.521,,R,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,Legal and Accounting Services,Sales (operating income),Current prices,Seasonally adjusted,
SSSQ.SFMN1121CS,2007.06,1152.314,,R,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,Legal and Accounting Services,Sales (operating income),Current prices,Seasonally adjusted,
SSSQ.SFMN1121CS,2007.09,1171.597,,R,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,Legal and Accounting Services,Sales (operating income),Current prices,Seasonally adjusted,
SSSQ.SFMN1121CS,2007.12,1198.023,,R,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,Legal and Accounting Services,Sales (operating income),Current prices,Seasonally adjusted,
SSSQ.SFMN1121CS,2008.03,1200.616,,R,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,Legal and Accounting Services,Sales (operating income),Current prices,Seasonally adjusted,
SSSQ.SFMN1121CS,2008.06,1214.526,,R,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,Legal and Accounting Services,Sales (operating income),Current prices,Seasonally adjusted,
SSSQ.SFMN1121CS,2008.09,1204.573,,R,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,Legal and Accounting Services,Sales (operating income),Current prices,Seasonally adjusted,
SSSQ.SFMN1121CS,2008.12,1210.336,,R,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,Legal and Accounting Services,Sales (operating income),Current prices,Seasonally adjusted,
SSSQ.SFMN1121CS,2009.03,1206.645,,R,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,Legal and Accounting Services,Sales (operating income),Current prices,Seasonally adjusted,
SSSQ.SFMN1121CS,2009.06,1243.858,,R,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,Legal and Accounting Services,Sales (operating income),Current prices,Seasonally adjusted,
SSSQ.SFMN1121CS,2009.09,1226.961,,R,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,Legal and Accounting Services,Sales (operating income),Current prices,Seasonally adjusted,
SSSQ.SFMN1121CS,2009.12,1226.481,,R,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,Legal and Accounting Services,Sales (operating income),Current prices,Seasonally adjusted,
SSSQ.SFMN1121CS,2010.03,1232.255,,R,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,Legal and Accounting Services,Sales (operating income),Current prices,Seasonally adjusted,
SSSQ.SFMN1121CS,2010.06,1230.189,,R,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,Legal and Accounting Services,Sales (operating income),Current prices,Seasonally adjusted,
SSSQ.SFMN1121CS,2010.09,1289.841,,R,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,Legal and Accounting Services,Sales (operating income),Current prices,Seasonally adjusted,
SSSQ.SFMN1121CS,2010.12,1257.398,,R,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,Legal and Accounting Services,Sales (operating income),Current prices,Seasonally adjusted,
SSSQ.SFMN1121CS,2011.03,1244.679,,R,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,Legal and Accounting Services,Sales (operating income),Current prices,Seasonally adjusted,
SSSQ.SFMN1121CS,2011.06,1283.66,,R,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,Legal and Accounting Services,Sales (operating income),Current prices,Seasonally adjusted,
SSSQ.SFMN1121CS,2011.09,1305.419,,R,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,Legal and Accounting Services,Sales (operating income),Current prices,Seasonally adjusted,
SSSQ.SFMN1121CS,2011.12,1292.65,,R,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,Legal and Accounting Services,Sales (operating income),Current prices,Seasonally adjusted,
SSSQ.SFMN1121CS,2012.03,1307.275,,R,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,Legal and Accounting Services,Sales (operating income),Current prices,Seasonally adjusted,
SSSQ.SFMN1121CS,2012.06,1282.136,,R,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,Legal and Accounting Services,Sales (operating income),Current prices,Seasonally adjusted,
SSSQ.SFMN1121CS,2012.09,1294.218,,R,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,Legal and Accounting Services,Sales (operating income),Current prices,Seasonally adjusted,
SSSQ.SFMN1121CS,2012.12,1353.029,,R,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,Legal and Accounting Services,Sales (operating income),Current prices,Seasonally adjusted,
SSSQ.SFMN1121CS,2013.03,1307.039,,R,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,Legal and Accounting Services,Sales (operating income),Current prices,Seasonally adjusted,
SSSQ.SFMN1121CS,2013.06,1379.749,,R,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,Legal and Accounting Services,Sales (operating income),Current prices,Seasonally adjusted,
SSSQ.SFMN1121CS,2013.09,1379.258,,R,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,Legal and Accounting Services,Sales (operating income),Current prices,Seasonally adjusted,
SSSQ.SFMN1121CS,2013.12,1371.032,,R,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,Legal and Accounting Services,Sales (operating income),Current prices,Seasonally adjusted,
SSSQ.SFMN1121CS,2014.03,1414.617,,R,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,Legal and Accounting Services,Sales (operating income),Current prices,Seasonally adjusted,
SSSQ.SFMN1121CS,2014.06,1379.984,,R,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,Legal and Accounting Services,Sales (operating income),Current prices,Seasonally adjusted,
SSSQ.SFMN1121CS,2014.09,1392.275,,R,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,Legal and Accounting Services,Sales (operating income),Current prices,Seasonally adjusted,
SSSQ.SFMN1121CS,2014.12,1431.45,,R,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,Legal and Accounting Services,Sales (operating income),Current prices,Seasonally adjusted,
SSSQ.SFMN1121CS,2015.03,1440.46,,R,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,Legal and Accounting Services,Sales (operating income),Current prices,Seasonally adjusted,
SSSQ.SFMN1121CS,2015.06,1454.931,,R,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,Legal and Accounting Services,Sales (operating income),Current prices,Seasonally adjusted,
SSSQ.SFMN1121CS,2015.09,1502.682,,R,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,Legal and Accounting Services,Sales (operating income),Current prices,Seasonally adjusted,
SSSQ.SFMN1121CS,2015.12,1520.784,,R,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,Legal and Accounting Services,Sales (operating income),Current prices,Seasonally adjusted,
SSSQ.SFMN1121CS,2016.03,1522.8,,R,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,Legal and Accounting Services,Sales (operating income),Current prices,Seasonally adjusted,
SSSQ.SFMN1121CS,2016.06,1600.837,,R,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,Legal and Accounting Services,Sales (operating income),Current prices,Seasonally adjusted,
SSSQ.SFMN1121CS,2016.09,1578.819,,R,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,Legal and Accounting Services,Sales (operating income),Current prices,Seasonally adjusted,
SSSQ.SFMN1121CS,2016.12,1555.644,,R,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,Legal and Accounting Services,Sales (operating income),Current prices,Seasonally adjusted,
SSSQ.SFMN1121CS,2017.03,1621.962,,R,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,Legal and Accounting Services,Sales (operating income),Current prices,Seasonally adjusted,
SSSQ.SFMN1121CS,2017.06,1569.725,,R,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,Legal and Accounting Services,Sales (operating income),Current prices,Seasonally adjusted,
SSSQ.SFMN1121CS,2017.09,1599.395,,R,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,Legal and Accounting Services,Sales (operating income),Current prices,Seasonally adjusted,
SSSQ.SFMN1121CS,2017.12,1651.035,,R,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,Legal and Accounting Services,Sales (operating income),Current prices,Seasonally adjusted,
SSSQ.SFMN1121CS,2018.03,1687.725,,R,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,Legal and Accounting Services,Sales (operating income),Current prices,Seasonally adjusted,
SSSQ.SFMN1121CS,2018.06,1737.863,,R,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,Legal and Accounting Services,Sales (operating income),Current prices,Seasonally adjusted,
SSSQ.SFMN1121CS,2018.09,1703.813,,R,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,Legal and Accounting Services,Sales (operating income),Current prices,Seasonally adjusted,
SSSQ.SFMN1121CS,2018.12,1703.294,,R,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,Legal and Accounting Services,Sales (operating income),Current prices,Seasonally adjusted,
SSSQ.SFMN1121CS,2019.03,1706.422,,R,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,Legal and Accounting Services,Sales (operating income),Current prices,Seasonally adjusted,
SSSQ.SFMN1121CS,2019.06,1736.632,,R,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,Legal and Accounting Services,Sales (operating income),Current prices,Seasonally adjusted,
SSSQ.SFMN1121CS,2019.09,1825.363,,R,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,Legal and Accounting Services,Sales (operating income),Current prices,Seasonally adjusted,
SSSQ.SFMN1121CS,2019.12,1873.379,,R,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,Legal and Accounting Services,Sales (operating income),Current prices,Seasonally adjusted,
SSSQ.SFMN1121CS,2020.03,1939.299,,R,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,Legal and Accounting Services,Sales (operating income),Current prices,Seasonally adjusted,
SSSQ.SFMN1121CS,2020.06,1709.821,,R,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,Legal and Accounting Services,Sales (operating income),Current prices,Seasonally adjusted,
SSSQ.SFMN1121CS,2020.09,1973.894,,R,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,Legal and Accounting Services,Sales (operating income),Current prices,Seasonally adjusted,
SSSQ.SFMN1121CS,2020.12,1963.112,,R,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,Legal and Accounting Services,Sales (operating income),Current prices,Seasonally adjusted,
SSSQ.SFMN1121CS,2021.03,2015.372,,R,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,Legal and Accounting Services,Sales (operating income),Current prices,Seasonally adjusted,
SSSQ.SFMN1121CS,2021.06,2020.956,,R,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,Legal and Accounting Services,Sales (operating income),Current prices,Seasonally adjusted,
SSSQ.SFMN1121CS,2021.09,2032.23,,R,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,Legal and Accounting Services,Sales (operating income),Current prices,Seasonally adjusted,
SSSQ.SFMN1121CS,2021.12,2130.168,,R,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,Legal and Accounting Services,Sales (operating income),Current prices,Seasonally adjusted,
SSSQ.SFMN1121CS,2022.03,2144.641,,R,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,Legal and Accounting Services,Sales (operating income),Current prices,Seasonally adjusted,
SSSQ.SFMN1121CS,2022.06,2142.579,,R,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,Legal and Accounting Services,Sales (operating income),Current prices,Seasonally adjusted,
SSSQ.SFMN1121CS,2022.09,2172.388,,R,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,Legal and Accounting Services,Sales (operating income),Current prices,Seasonally adjusted,
SSSQ.SFMN1121CS,2022.12,2202.745,,R,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,Legal and Accounting Services,Sales (operating income),Current prices,Seasonally adjusted,
SSSQ.SFMN1121CS,2023.03,2264.229,,F,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,Legal and Accounting Services,Sales (operating income),Current prices,Seasonally adjusted,
SSSQ.SFMN1121CT,2004.06,940.702,,R,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,Legal and Accounting Services,Sales (operating income),Current prices,Trend,
SSSQ.SFMN1121CT,2004.09,950.973,,R,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,Legal and Accounting Services,Sales (operating income),Current prices,Trend,
SSSQ.SFMN1121CT,2004.12,956.768,,R,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,Legal and Accounting Services,Sales (operating income),Current prices,Trend,
SSSQ.SFMN1121CT,2005.03,970.569,,R,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,Legal and Accounting Services,Sales (operating income),Current prices,Trend,
SSSQ.SFMN1121CT,2005.06,990.364,,R,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,Legal and Accounting Services,Sales (operating income),Current prices,Trend,
SSSQ.SFMN1121CT,2005.09,999.814,,R,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,Legal and Accounting Services,Sales (operating income),Current prices,Trend,
SSSQ.SFMN1121CT,2005.12,1008.578,,R,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,Legal and Accounting Services,Sales (operating income),Current prices,Trend,
SSSQ.SFMN1121CT,2006.03,1031.897,,R,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,Legal and Accounting Services,Sales (operating income),Current prices,Trend,
SSSQ.SFMN1121CT,2006.06,1054.925,,R,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,Legal and Accounting Services,Sales (operating income),Current prices,Trend,
SSSQ.SFMN1121CT,2006.09,1078.847,,R,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,Legal and Accounting Services,Sales (operating income),Current prices,Trend,
SSSQ.SFMN1121CT,2006.12,1121.181,,R,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,Legal and Accounting Services,Sales (operating income),Current prices,Trend,
SSSQ.SFMN1121CT,2007.03,1151.378,,R,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,Legal and Accounting Services,Sales (operating income),Current prices,Trend,
SSSQ.SFMN1121CT,2007.06,1160.264,,R,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,Legal and Accounting Services,Sales (operating income),Current prices,Trend,
SSSQ.SFMN1121CT,2007.09,1172.231,,R,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,Legal and Accounting Services,Sales (operating income),Current prices,Trend,
SSSQ.SFMN1121CT,2007.12,1193.168,,R,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,Legal and Accounting Services,Sales (operating income),Current prices,Trend,
SSSQ.SFMN1121CT,2008.03,1205.78,,R,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,Legal and Accounting Services,Sales (operating income),Current prices,Trend,
SSSQ.SFMN1121CT,2008.06,1209.037,,R,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,Legal and Accounting Services,Sales (operating income),Current prices,Trend,
SSSQ.SFMN1121CT,2008.09,1209.327,,R,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,Legal and Accounting Services,Sales (operating income),Current prices,Trend,
SSSQ.SFMN1121CT,2008.12,1204.79,,R,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,Legal and Accounting Services,Sales (operating income),Current prices,Trend,
SSSQ.SFMN1121CT,2009.03,1217.319,,R,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,Legal and Accounting Services,Sales (operating income),Current prices,Trend,
SSSQ.SFMN1121CT,2009.06,1231.703,,R,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,Legal and Accounting Services,Sales (operating income),Current prices,Trend,
SSSQ.SFMN1121CT,2009.09,1232.886,,R,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,Legal and Accounting Services,Sales (operating income),Current prices,Trend,
SSSQ.SFMN1121CT,2009.12,1226.77,,R,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,Legal and Accounting Services,Sales (operating income),Current prices,Trend,
SSSQ.SFMN1121CT,2010.03,1226.668,,R,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,Legal and Accounting Services,Sales (operating income),Current prices,Trend,
SSSQ.SFMN1121CT,2010.06,1244.37,,R,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,Legal and Accounting Services,Sales (operating income),Current prices,Trend,
SSSQ.SFMN1121CT,2010.09,1266.107,,R,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,Legal and Accounting Services,Sales (operating income),Current prices,Trend,
SSSQ.SFMN1121CT,2010.12,1261.04,,R,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,Legal and Accounting Services,Sales (operating income),Current prices,Trend,
SSSQ.SFMN1121CT,2011.03,1252.643,,R,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,Legal and Accounting Services,Sales (operating income),Current prices,Trend,
SSSQ.SFMN1121CT,2011.06,1279.87,,R,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,Legal and Accounting Services,Sales (operating income),Current prices,Trend,
SSSQ.SFMN1121CT,2011.09,1299.601,,R,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,Legal and Accounting Services,Sales (operating income),Current prices,Trend,
SSSQ.SFMN1121CT,2011.12,1302.128,,R,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,Legal and Accounting Services,Sales (operating income),Current prices,Trend,
SSSQ.SFMN1121CT,2012.03,1296.691,,R,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,Legal and Accounting Services,Sales (operating income),Current prices,Trend,
SSSQ.SFMN1121CT,2012.06,1287.624,,R,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,Legal and Accounting Services,Sales (operating income),Current prices,Trend,
SSSQ.SFMN1121CT,2012.09,1301.178,,R,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,Legal and Accounting Services,Sales (operating income),Current prices,Trend,
SSSQ.SFMN1121CT,2012.12,1332.364,,R,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,Legal and Accounting Services,Sales (operating income),Current prices,Trend,
SSSQ.SFMN1121CT,2013.03,1356.233,,R,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,Legal and Accounting Services,Sales (operating income),Current prices,Trend,
SSSQ.SFMN1121CT,2013.06,1372.317,,R,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,Legal and Accounting Services,Sales (operating income),Current prices,Trend,
SSSQ.SFMN1121CT,2013.09,1376.959,,R,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,Legal and Accounting Services,Sales (operating income),Current prices,Trend,
SSSQ.SFMN1121CT,2013.12,1384.952,,R,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,Legal and Accounting Services,Sales (operating income),Current prices,Trend,
SSSQ.SFMN1121CT,2014.03,1395.881,,R,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,Legal and Accounting Services,Sales (operating income),Current prices,Trend,
SSSQ.SFMN1121CT,2014.06,1390.645,,R,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,Legal and Accounting Services,Sales (operating income),Current prices,Trend,
SSSQ.SFMN1121CT,2014.09,1394.993,,R,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,Legal and Accounting Services,Sales (operating income),Current prices,Trend,
SSSQ.SFMN1121CT,2014.12,1424.645,,R,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,Legal and Accounting Services,Sales (operating income),Current prices,Trend,
SSSQ.SFMN1121CT,2015.03,1441.033,,R,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,Legal and Accounting Services,Sales (operating income),Current prices,Trend,
SSSQ.SFMN1121CT,2015.06,1461.594,,R,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,Legal and Accounting Services,Sales (operating income),Current prices,Trend,
SSSQ.SFMN1121CT,2015.09,1497.065,,R,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,Legal and Accounting Services,Sales (operating income),Current prices,Trend,
SSSQ.SFMN1121CT,2015.12,1515.041,,R,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,Legal and Accounting Services,Sales (operating income),Current prices,Trend,
SSSQ.SFMN1121CT,2016.03,1542.393,,R,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,Legal and Accounting Services,Sales (operating income),Current prices,Trend,
SSSQ.SFMN1121CT,2016.06,1580.459,,R,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,Legal and Accounting Services,Sales (operating income),Current prices,Trend,
SSSQ.SFMN1121CT,2016.09,1582.734,,R,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,Legal and Accounting Services,Sales (operating income),Current prices,Trend,
SSSQ.SFMN1121CT,2016.12,1563.97,,R,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,Legal and Accounting Services,Sales (operating income),Current prices,Trend,
SSSQ.SFMN1121CT,2017.03,1566.001,,R,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,Legal and Accounting Services,Sales (operating income),Current prices,Trend,
SSSQ.SFMN1121CT,2017.06,1575.213,,R,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,Legal and Accounting Services,Sales (operating income),Current prices,Trend,
SSSQ.SFMN1121CT,2017.09,1601.113,,R,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,Legal and Accounting Services,Sales (operating income),Current prices,Trend,
